NCTId,Country,OverallStatus,StopCategory,StartYear
NCT04688931,Serbia,TERMINATED,Other,2021
NCT04688931,Russia,TERMINATED,Other,2021
NCT04688931,Bulgaria,TERMINATED,Other,2021
NCT04688931,Georgia,TERMINATED,Other,2021
NCT04688931,United States,TERMINATED,Other,2021
NCT04688931,Israel,TERMINATED,Other,2021
NCT03655119,United States,TERMINATED,Low enrollment/accrual,2018
NCT00107081,Netherlands,TERMINATED,Low enrollment/accrual,2004
NCT00107081,Switzerland,TERMINATED,Low enrollment/accrual,2004
NCT00107081,Germany,TERMINATED,Low enrollment/accrual,2004
NCT04117854,Palestinian Territories,UNKNOWN,No reason recorded,2018
NCT04117854,China,UNKNOWN,No reason recorded,2018
NCT04117854,Australia,UNKNOWN,No reason recorded,2018
NCT04117854,Russia,UNKNOWN,No reason recorded,2018
NCT04117854,Norway,UNKNOWN,No reason recorded,2018
NCT04117854,United States,UNKNOWN,No reason recorded,2018
NCT04117854,Sweden,UNKNOWN,No reason recorded,2018
NCT04117854,Israel,UNKNOWN,No reason recorded,2018
NCT02800889,United States,WITHDRAWN,Low enrollment/accrual,2016
NCT00608517,United States,TERMINATED,Low enrollment/accrual,2005
NCT00759018,Canada,NO_LONGER_AVAILABLE,No reason recorded,Not listed
NCT00759018,United States,NO_LONGER_AVAILABLE,No reason recorded,Not listed
NCT00349024,Ireland,UNKNOWN,No reason recorded,2005
NCT00349024,United Kingdom,UNKNOWN,No reason recorded,2005
NCT05617131,France,UNKNOWN,No reason recorded,2020
NCT00667784,United States,TERMINATED,Low enrollment/accrual,2008
NCT02680847,United States,TERMINATED,Efficacy not met,2016
NCT04433871,France,UNKNOWN,No reason recorded,2020
NCT04075877,United States,UNKNOWN,No reason recorded,2020
NCT05977387,France,UNKNOWN,No reason recorded,2021
NCT00003073,Canada,UNKNOWN,No reason recorded,1997
NCT00003073,United States,UNKNOWN,No reason recorded,1997
NCT02473497,United States,NO_LONGER_AVAILABLE,No reason recorded,Not listed
NCT04029688,Spain,TERMINATED,Efficacy not met,2020
NCT04029688,United Kingdom,TERMINATED,Efficacy not met,2020
NCT04029688,Netherlands,TERMINATED,Efficacy not met,2020
NCT04029688,France,TERMINATED,Efficacy not met,2020
NCT04029688,Canada,TERMINATED,Efficacy not met,2020
NCT04029688,United States,TERMINATED,Efficacy not met,2020
NCT01187810,United States,TERMINATED,Other,2010
NCT05639062,Hong Kong,UNKNOWN,No reason recorded,2023
NCT05294380,Turkey (Türkiye),UNKNOWN,No reason recorded,2021
NCT04511429,Brazil,UNKNOWN,No reason recorded,2020
NCT00719849,United States,TERMINATED,Other,2005
NCT03905733,South Korea,UNKNOWN,No reason recorded,2019
NCT04842071,Canada,UNKNOWN,No reason recorded,2008
NCT06171971,France,UNKNOWN,No reason recorded,2022
NCT02558244,Egypt,UNKNOWN,No reason recorded,2016
NCT05181904,France,TERMINATED,Low enrollment/accrual,2022
NCT03904862,United States,TERMINATED,Other,2019
NCT04372524,Canada,UNKNOWN,No reason recorded,2020
NCT04372524,United States,UNKNOWN,No reason recorded,2020
NCT04274868,France,UNKNOWN,No reason recorded,2015
NCT04767165,Russia,UNKNOWN,No reason recorded,2021
NCT06288802,Egypt,UNKNOWN,No reason recorded,2020
NCT04381221,Germany,UNKNOWN,No reason recorded,2020
NCT04381221,Czechia,UNKNOWN,No reason recorded,2020
NCT06281912,Germany,UNKNOWN,No reason recorded,2024
NCT06281912,Poland,UNKNOWN,No reason recorded,2024
NCT06281912,Spain,UNKNOWN,No reason recorded,2024
NCT06281912,Netherlands,UNKNOWN,No reason recorded,2024
NCT06281912,Italy,UNKNOWN,No reason recorded,2024
NCT06281912,France,UNKNOWN,No reason recorded,2024
NCT06281912,Sweden,UNKNOWN,No reason recorded,2024
NCT04065204,China,UNKNOWN,No reason recorded,2019
NCT00006247,United States,TERMINATED,Sponsor/business decision,2000
NCT04049864,Belarus,UNKNOWN,No reason recorded,2019
NCT03420963,United States,TERMINATED,Other,2018
NCT02503384,China,UNKNOWN,No reason recorded,2015
NCT00077493,United States,SUSPENDED,Other,2004
NCT04341311,United States,TERMINATED,Other,2020
NCT02031965,United States,TERMINATED,No reason recorded,2013
NCT01342237,South Korea,UNKNOWN,No reason recorded,2011
NCT03416530,United States,TERMINATED,Low enrollment/accrual,2018
NCT05986734,Russia,UNKNOWN,No reason recorded,2022
NCT04723342,Russia,UNKNOWN,No reason recorded,2020
NCT06230016,France,UNKNOWN,No reason recorded,2024
NCT00035958,United States,TERMINATED,Funding,2002
NCT02419755,United States,TERMINATED,Low enrollment/accrual,2015
NCT05412563,United States,TERMINATED,Low enrollment/accrual,2022
NCT02629926,United Kingdom,UNKNOWN,No reason recorded,2010
NCT03605212,Bulgaria,TERMINATED,Other,2017
NCT03605212,Italy,TERMINATED,Other,2017
NCT03605212,Spain,TERMINATED,Other,2017
NCT03605212,Hungary,TERMINATED,Other,2017
NCT06133036,Egypt,UNKNOWN,No reason recorded,2023
NCT04525014,United States,TERMINATED,Low enrollment/accrual,2023
NCT01424839,Germany,UNKNOWN,No reason recorded,2011
NCT03015519,United States,WITHDRAWN,Low enrollment/accrual,2017
NCT00941928,United States,TERMINATED,Low enrollment/accrual,2009
NCT03442985,Japan,TERMINATED,Efficacy not met,2018
NCT03442985,Spain,TERMINATED,Efficacy not met,2018
NCT03442985,Belgium,TERMINATED,Efficacy not met,2018
NCT03442985,Australia,TERMINATED,Efficacy not met,2018
NCT03442985,United Kingdom,TERMINATED,Efficacy not met,2018
NCT03442985,Portugal,TERMINATED,Efficacy not met,2018
NCT03442985,Italy,TERMINATED,Efficacy not met,2018
NCT03442985,Netherlands,TERMINATED,Efficacy not met,2018
NCT03442985,Turkey (Türkiye),TERMINATED,Efficacy not met,2018
NCT03442985,France,TERMINATED,Efficacy not met,2018
NCT03442985,Canada,TERMINATED,Efficacy not met,2018
NCT03442985,United States,TERMINATED,Efficacy not met,2018
NCT04604691,South Korea,UNKNOWN,No reason recorded,2022
NCT02403323,South Korea,TERMINATED,Efficacy not met,2015
NCT02403323,Estonia,TERMINATED,Efficacy not met,2015
NCT02403323,United Kingdom,TERMINATED,Efficacy not met,2015
NCT02403323,Serbia,TERMINATED,Efficacy not met,2015
NCT02403323,Brazil,TERMINATED,Efficacy not met,2015
NCT02403323,Argentina,TERMINATED,Efficacy not met,2015
NCT02403323,Israel,TERMINATED,Efficacy not met,2015
NCT02403323,Germany,TERMINATED,Efficacy not met,2015
NCT02403323,Croatia,TERMINATED,Efficacy not met,2015
NCT02403323,Ukraine,TERMINATED,Efficacy not met,2015
NCT02403323,Poland,TERMINATED,Efficacy not met,2015
NCT02403323,Australia,TERMINATED,Efficacy not met,2015
NCT02403323,South Africa,TERMINATED,Efficacy not met,2015
NCT02403323,Czechia,TERMINATED,Efficacy not met,2015
NCT02403323,Italy,TERMINATED,Efficacy not met,2015
NCT02403323,Netherlands,TERMINATED,Efficacy not met,2015
NCT02403323,Romania,TERMINATED,Efficacy not met,2015
NCT02403323,New Zealand,TERMINATED,Efficacy not met,2015
NCT02403323,Austria,TERMINATED,Efficacy not met,2015
NCT02403323,Hungary,TERMINATED,Efficacy not met,2015
NCT02403323,Spain,TERMINATED,Efficacy not met,2015
NCT02403323,Belgium,TERMINATED,Efficacy not met,2015
NCT02403323,Slovakia,TERMINATED,Efficacy not met,2015
NCT02403323,France,TERMINATED,Efficacy not met,2015
NCT02403323,United States,TERMINATED,Efficacy not met,2015
NCT02403323,Switzerland,TERMINATED,Efficacy not met,2015
NCT02403323,Latvia,TERMINATED,Efficacy not met,2015
NCT02403323,Mexico,TERMINATED,Efficacy not met,2015
NCT02403323,Russia,TERMINATED,Efficacy not met,2015
NCT02403323,Bulgaria,TERMINATED,Efficacy not met,2015
NCT02403323,Turkey (Türkiye),TERMINATED,Efficacy not met,2015
NCT02403323,Lithuania,TERMINATED,Efficacy not met,2015
NCT02403323,Canada,TERMINATED,Efficacy not met,2015
NCT01533376,United States,TERMINATED,No reason recorded,2012
NCT03893643,France,UNKNOWN,No reason recorded,2019
NCT05973162,Pakistan,UNKNOWN,No reason recorded,2023
NCT03038997,United States,TERMINATED,Regulatory,2014
NCT05125666,Egypt,UNKNOWN,No reason recorded,2020
NCT01404702,United States,TERMINATED,Low enrollment/accrual,2011
NCT02974322,South Korea,WITHDRAWN,Sponsor/business decision,2017
NCT02974322,United Kingdom,WITHDRAWN,Sponsor/business decision,2017
NCT02974322,Serbia,WITHDRAWN,Sponsor/business decision,2017
NCT02974322,Portugal,WITHDRAWN,Sponsor/business decision,2017
NCT02974322,Denmark,WITHDRAWN,Sponsor/business decision,2017
NCT02974322,Sweden,WITHDRAWN,Sponsor/business decision,2017
NCT02974322,Israel,WITHDRAWN,Sponsor/business decision,2017
NCT02974322,Germany,WITHDRAWN,Sponsor/business decision,2017
NCT02974322,Croatia,WITHDRAWN,Sponsor/business decision,2017
NCT02974322,Ukraine,WITHDRAWN,Sponsor/business decision,2017
NCT02974322,Poland,WITHDRAWN,Sponsor/business decision,2017
NCT02974322,Australia,WITHDRAWN,Sponsor/business decision,2017
NCT02974322,Czechia,WITHDRAWN,Sponsor/business decision,2017
NCT02974322,Italy,WITHDRAWN,Sponsor/business decision,2017
NCT02974322,Netherlands,WITHDRAWN,Sponsor/business decision,2017
NCT02974322,Romania,WITHDRAWN,Sponsor/business decision,2017
NCT02974322,Austria,WITHDRAWN,Sponsor/business decision,2017
NCT02974322,Hungary,WITHDRAWN,Sponsor/business decision,2017
NCT02974322,Spain,WITHDRAWN,Sponsor/business decision,2017
NCT02974322,Belgium,WITHDRAWN,Sponsor/business decision,2017
NCT02974322,Slovakia,WITHDRAWN,Sponsor/business decision,2017
NCT02974322,France,WITHDRAWN,Sponsor/business decision,2017
NCT02974322,United States,WITHDRAWN,Sponsor/business decision,2017
NCT02974322,Finland,WITHDRAWN,Sponsor/business decision,2017
NCT02974322,Switzerland,WITHDRAWN,Sponsor/business decision,2017
NCT02974322,Latvia,WITHDRAWN,Sponsor/business decision,2017
NCT02974322,Greece,WITHDRAWN,Sponsor/business decision,2017
NCT02974322,Russia,WITHDRAWN,Sponsor/business decision,2017
NCT02974322,Turkey (Türkiye),WITHDRAWN,Sponsor/business decision,2017
NCT02974322,Canada,WITHDRAWN,Sponsor/business decision,2017
NCT02557048,Egypt,UNKNOWN,No reason recorded,2019
NCT04334993,Israel,UNKNOWN,No reason recorded,2021
NCT03983148,Hong Kong,UNKNOWN,No reason recorded,2019
NCT03654703,China,UNKNOWN,No reason recorded,2015
NCT00801918,United States,WITHDRAWN,Funding,2008
NCT03752203,United States,TERMINATED,Other,2021
NCT04735289,Italy,UNKNOWN,No reason recorded,2021
NCT04814758,Russia,UNKNOWN,No reason recorded,2020
NCT01100658,United States,TERMINATED,Low enrollment/accrual,2010
NCT00278278,United States,UNKNOWN,No reason recorded,2003
NCT05598593,China,UNKNOWN,No reason recorded,2022
NCT04244955,France,TERMINATED,PI/Staff unavailable,2020
NCT01948232,Canada,WITHDRAWN,Low enrollment/accrual,2013
NCT03019809,Russia,UNKNOWN,No reason recorded,2016
NCT03173833,Taiwan,UNKNOWN,No reason recorded,2017
NCT04328714,United States,TERMINATED,Other,2021
NCT00179816,United States,UNKNOWN,No reason recorded,1999
NCT05645133,United States,TERMINATED,PI/Staff unavailable,2023
NCT05324384,China,UNKNOWN,No reason recorded,2022
NCT05134740,United States,WITHDRAWN,Other,2024
NCT01944982,Spain,TERMINATED,Low enrollment/accrual,2013
NCT04239040,United States,TERMINATED,Other,2020
NCT01177540,Canada,TERMINATED,Low enrollment/accrual,2011
NCT01177540,United States,TERMINATED,Low enrollment/accrual,2011
NCT01177540,Australia,TERMINATED,Low enrollment/accrual,2011
NCT01519323,Germany,TERMINATED,Low enrollment/accrual,2013
NCT01519323,Poland,TERMINATED,Low enrollment/accrual,2013
NCT01519323,Spain,TERMINATED,Low enrollment/accrual,2013
NCT01519323,Australia,TERMINATED,Low enrollment/accrual,2013
NCT01519323,United Kingdom,TERMINATED,Low enrollment/accrual,2013
NCT01519323,Slovakia,TERMINATED,Low enrollment/accrual,2013
NCT01519323,Italy,TERMINATED,Low enrollment/accrual,2013
NCT01519323,France,TERMINATED,Low enrollment/accrual,2013
NCT01519323,United States,TERMINATED,Low enrollment/accrual,2013
NCT01519323,Israel,TERMINATED,Low enrollment/accrual,2013
NCT04737590,Finland,UNKNOWN,No reason recorded,2012
NCT01704885,United States,TERMINATED,Low enrollment/accrual,2011
NCT04735211,Spain,UNKNOWN,No reason recorded,2020
NCT05181332,China,UNKNOWN,No reason recorded,2021
NCT02759549,United States,WITHDRAWN,No reason recorded,2015
NCT02433158,Canada,TERMINATED,Efficacy not met,2015
NCT02433158,United States,TERMINATED,Efficacy not met,2015
NCT05235633,Germany,UNKNOWN,No reason recorded,2022
NCT03853317,United States,TERMINATED,Low enrollment/accrual,2020
NCT02338050,United States,TERMINATED,No reason recorded,2015
NCT05179174,Poland,UNKNOWN,No reason recorded,2021
NCT05179174,Italy,UNKNOWN,No reason recorded,2021
NCT01304459,Brazil,UNKNOWN,No reason recorded,2011
NCT01312818,United States,TERMINATED,Low enrollment/accrual,2011
NCT05579769,United States,TERMINATED,PI/Staff unavailable,2023
NCT00998361,Italy,UNKNOWN,No reason recorded,2009
NCT06120686,Poland,UNKNOWN,No reason recorded,2023
NCT04981899,Russia,UNKNOWN,No reason recorded,2021
NCT04530487,United States,TERMINATED,PI/Staff unavailable,2020
NCT01200602,United States,TERMINATED,Low enrollment/accrual,2011
NCT06060431,Spain,UNKNOWN,No reason recorded,2021
NCT02676323,United States,TERMINATED,Low enrollment/accrual,2016
NCT01554254,United States,WITHDRAWN,Low enrollment/accrual,2012
NCT00124956,United States,WITHDRAWN,No reason recorded,2003
NCT01220427,Germany,TERMINATED,No reason recorded,2007
NCT00659334,United States,TERMINATED,Other,2000
NCT02309242,Belgium,UNKNOWN,No reason recorded,2014
NCT05778955,China,UNKNOWN,No reason recorded,2022
NCT05371236,Hong Kong,UNKNOWN,No reason recorded,2022
NCT03958916,China,UNKNOWN,No reason recorded,2017
NCT05950204,Mexico,UNKNOWN,No reason recorded,2022
NCT04269850,Russia,TERMINATED,Low enrollment/accrual,2019
NCT01007617,France,UNKNOWN,No reason recorded,2009
NCT05123040,United States,TERMINATED,Funding,2023
NCT04321850,Mexico,TERMINATED,COVID-19,2019
NCT04621110,Brazil,UNKNOWN,No reason recorded,2021
NCT01836549,United States,TERMINATED,Other,2013
NCT01201850,United States,TERMINATED,Low enrollment/accrual,2010
NCT01032070,Canada,TERMINATED,Efficacy not met,2010
NCT01032070,United States,TERMINATED,Efficacy not met,2010
NCT01032070,United Kingdom,TERMINATED,Efficacy not met,2010
NCT04402073,Germany,TERMINATED,Low enrollment/accrual,2022
NCT04402073,Switzerland,TERMINATED,Low enrollment/accrual,2022
NCT04402073,Austria,TERMINATED,Low enrollment/accrual,2022
NCT04402073,Spain,TERMINATED,Low enrollment/accrual,2022
NCT04402073,Australia,TERMINATED,Low enrollment/accrual,2022
NCT04402073,Italy,TERMINATED,Low enrollment/accrual,2022
NCT04402073,Netherlands,TERMINATED,Low enrollment/accrual,2022
NCT04402073,France,TERMINATED,Low enrollment/accrual,2022
NCT04824651,France,UNKNOWN,No reason recorded,2021
NCT02855034,France,TERMINATED,Low enrollment/accrual,2016
NCT04002869,Spain,UNKNOWN,No reason recorded,2019
NCT00575796,Canada,UNKNOWN,No reason recorded,2007
NCT03690869,United States,TERMINATED,Sponsor/business decision,2018
NCT02617862,Canada,TERMINATED,Other,2015
NCT05326984,Mexico,UNKNOWN,No reason recorded,2021
NCT01810926,Italy,UNKNOWN,No reason recorded,2011
NCT04044378,China,WITHDRAWN,Safety concerns,2019
NCT04930406,United States,UNKNOWN,No reason recorded,2012
NCT01807468,South Korea,UNKNOWN,No reason recorded,2013
NCT02255461,United States,TERMINATED,Efficacy not met,2014
NCT00624143,India,UNKNOWN,No reason recorded,2008
NCT02668354,Egypt,UNKNOWN,No reason recorded,2017
NCT02443545,Egypt,TERMINATED,Other,2015
NCT02443545,United Kingdom,TERMINATED,Other,2015
NCT02443545,Saudi Arabia,TERMINATED,Other,2015
NCT02443545,Canada,TERMINATED,Other,2015
NCT02443545,United States,TERMINATED,Other,2015
NCT05533541,United Kingdom,UNKNOWN,No reason recorded,2023
NCT00428272,United States,TERMINATED,No reason recorded,2006
NCT05840744,Egypt,UNKNOWN,No reason recorded,2023
NCT02772198,Israel,UNKNOWN,No reason recorded,2016
NCT04228393,China,UNKNOWN,No reason recorded,2020
NCT03773718,Russia,UNKNOWN,No reason recorded,2018
NCT04173988,China,UNKNOWN,No reason recorded,2020
NCT02451774,Mexico,UNKNOWN,No reason recorded,2015
NCT00906113,Israel,UNKNOWN,No reason recorded,2011
NCT03281746,United States,TERMINATED,Low enrollment/accrual,2017
NCT00882323,South Korea,UNKNOWN,No reason recorded,2008
NCT02608762,Taiwan,UNKNOWN,No reason recorded,2013
NCT05792761,China,UNKNOWN,No reason recorded,2021
NCT04353063,Taiwan,UNKNOWN,No reason recorded,2020
NCT04719416,United States,WITHDRAWN,PI/Staff unavailable,2022
NCT05206344,France,UNKNOWN,No reason recorded,2022
NCT03494998,United Kingdom,UNKNOWN,No reason recorded,2018
NCT05872893,Armenia,UNKNOWN,No reason recorded,2023
NCT04870697,China,UNKNOWN,No reason recorded,2021
NCT01483690,United States,TERMINATED,Safety concerns,2011
NCT01483690,Australia,TERMINATED,Safety concerns,2011
NCT04090268,Italy,UNKNOWN,No reason recorded,2017
NCT01663090,United States,WITHDRAWN,Other,2012
NCT03140176,Algeria,TERMINATED,Low enrollment/accrual,2017
NCT03140176,Egypt,TERMINATED,Low enrollment/accrual,2017
NCT03140176,Morocco,TERMINATED,Low enrollment/accrual,2017
NCT03140176,Kuwait,TERMINATED,Low enrollment/accrual,2017
NCT02663518,Canada,TERMINATED,Low enrollment/accrual,2016
NCT02663518,United States,TERMINATED,Low enrollment/accrual,2016
NCT00526084,Taiwan,UNKNOWN,No reason recorded,2007
NCT04158284,Germany,UNKNOWN,No reason recorded,2019
NCT04174820,France,UNKNOWN,No reason recorded,2020
NCT02284061,France,UNKNOWN,No reason recorded,2014
NCT06092203,Egypt,UNKNOWN,No reason recorded,2023
NCT01232556,United Kingdom,TERMINATED,Efficacy not met,2011
NCT01232556,Sweden,TERMINATED,Efficacy not met,2011
NCT01232556,Germany,TERMINATED,Efficacy not met,2011
NCT01232556,Ireland,TERMINATED,Efficacy not met,2011
NCT01232556,Croatia,TERMINATED,Efficacy not met,2011
NCT01232556,India,TERMINATED,Efficacy not met,2011
NCT01232556,Ukraine,TERMINATED,Efficacy not met,2011
NCT01232556,Poland,TERMINATED,Efficacy not met,2011
NCT01232556,Czechia,TERMINATED,Efficacy not met,2011
NCT01232556,Japan,TERMINATED,Efficacy not met,2011
NCT01232556,Hungary,TERMINATED,Efficacy not met,2011
NCT01232556,Spain,TERMINATED,Efficacy not met,2011
NCT01232556,Belgium,TERMINATED,Efficacy not met,2011
NCT01232556,Slovakia,TERMINATED,Efficacy not met,2011
NCT01232556,Taiwan,TERMINATED,Efficacy not met,2011
NCT01232556,France,TERMINATED,Efficacy not met,2011
NCT01232556,United States,TERMINATED,Efficacy not met,2011
NCT01232556,Mexico,TERMINATED,Efficacy not met,2011
NCT01232556,Singapore,TERMINATED,Efficacy not met,2011
NCT01232556,Russia,TERMINATED,Efficacy not met,2011
NCT01232556,Bulgaria,TERMINATED,Efficacy not met,2011
NCT01232556,Puerto Rico,TERMINATED,Efficacy not met,2011
NCT01232556,Thailand,TERMINATED,Efficacy not met,2011
NCT01232556,Lithuania,TERMINATED,Efficacy not met,2011
NCT01232556,Canada,TERMINATED,Efficacy not met,2011
NCT04826146,Spain,UNKNOWN,No reason recorded,2020
NCT03819205,Turkey (Türkiye),UNKNOWN,No reason recorded,2018
NCT04023331,United States,TERMINATED,Sponsor/business decision,2020
NCT05338541,China,UNKNOWN,No reason recorded,2022
NCT04888871,Turkey (Türkiye),UNKNOWN,No reason recorded,2020
NCT00852709,Canada,TERMINATED,Low enrollment/accrual,2007
NCT00852709,United States,TERMINATED,Low enrollment/accrual,2007
NCT03121599,Qatar,TERMINATED,Low enrollment/accrual,2017
NCT03586401,Russia,UNKNOWN,No reason recorded,2017
NCT00313053,United States,TERMINATED,No reason recorded,2004
NCT03840902,Germany,TERMINATED,Efficacy not met,2019
NCT03840902,Japan,TERMINATED,Efficacy not met,2019
NCT03840902,South Korea,TERMINATED,Efficacy not met,2019
NCT03840902,China,TERMINATED,Efficacy not met,2019
NCT03840902,Spain,TERMINATED,Efficacy not met,2019
NCT03840902,Belgium,TERMINATED,Efficacy not met,2019
NCT03840902,Australia,TERMINATED,Efficacy not met,2019
NCT03840902,Taiwan,TERMINATED,Efficacy not met,2019
NCT03840902,Brazil,TERMINATED,Efficacy not met,2019
NCT03840902,Czechia,TERMINATED,Efficacy not met,2019
NCT03840902,Netherlands,TERMINATED,Efficacy not met,2019
NCT03840902,Argentina,TERMINATED,Efficacy not met,2019
NCT03840902,France,TERMINATED,Efficacy not met,2019
NCT03840902,Canada,TERMINATED,Efficacy not met,2019
NCT03840902,United States,TERMINATED,Efficacy not met,2019
NCT03274037,France,UNKNOWN,No reason recorded,2017
NCT00354172,United States,TERMINATED,Other,2006
NCT03098355,China,WITHDRAWN,Sponsor/business decision,2017
NCT00586807,United States,TERMINATED,Low enrollment/accrual,2005
NCT03554707,United States,UNKNOWN,No reason recorded,2022
NCT04626765,China,UNKNOWN,No reason recorded,2020
NCT05493228,Egypt,UNKNOWN,No reason recorded,2022
NCT05490953,Mexico,UNKNOWN,No reason recorded,2022
NCT04678947,United States,TERMINATED,PI/Staff unavailable,2021
NCT05066958,Russia,UNKNOWN,No reason recorded,2021
NCT01906671,Denmark,UNKNOWN,No reason recorded,2013
NCT00229814,United States,WITHDRAWN,Other,2005
NCT02524847,Germany,TERMINATED,Low enrollment/accrual,2016
NCT02524847,Austria,TERMINATED,Low enrollment/accrual,2016
NCT02524847,Hungary,TERMINATED,Low enrollment/accrual,2016
NCT02524847,Spain,TERMINATED,Low enrollment/accrual,2016
NCT02524847,United Kingdom,TERMINATED,Low enrollment/accrual,2016
NCT02524847,Italy,TERMINATED,Low enrollment/accrual,2016
NCT02524847,France,TERMINATED,Low enrollment/accrual,2016
NCT02524847,United States,TERMINATED,Low enrollment/accrual,2016
NCT04544878,France,UNKNOWN,No reason recorded,2020
NCT05556616,Israel,TERMINATED,Sponsor/business decision,2023
NCT05556616,United States,TERMINATED,Sponsor/business decision,2023
NCT05556616,Spain,TERMINATED,Sponsor/business decision,2023
NCT05556616,Belgium,TERMINATED,Sponsor/business decision,2023
NCT02441491,United States,WITHDRAWN,Low enrollment/accrual,2015
NCT05222516,Poland,TERMINATED,Efficacy not met,2021
NCT05222516,France,TERMINATED,Efficacy not met,2021
NCT05222516,Netherlands,TERMINATED,Efficacy not met,2021
NCT05222516,Germany,TERMINATED,Efficacy not met,2021
NCT04032743,Israel,UNKNOWN,No reason recorded,2018
NCT04142359,United States,TERMINATED,Low enrollment/accrual,2019
NCT00633958,United States,TERMINATED,Other,2008
NCT02665676,Egypt,UNKNOWN,No reason recorded,2019
NCT05006040,United States,TERMINATED,Low enrollment/accrual,2022
NCT06395090,Taiwan,WITHDRAWN,Other,2025
NCT06395090,United States,WITHDRAWN,Other,2025
NCT06395090,South Korea,WITHDRAWN,Other,2025
NCT04605523,Germany,UNKNOWN,No reason recorded,2020
NCT03390387,Uzbekistan,UNKNOWN,No reason recorded,2015
NCT03390387,Armenia,UNKNOWN,No reason recorded,2015
NCT03390387,Russia,UNKNOWN,No reason recorded,2015
NCT03390387,Kyrgyzstan,UNKNOWN,No reason recorded,2015
NCT03390387,Belarus,UNKNOWN,No reason recorded,2015
NCT05322187,China,UNKNOWN,No reason recorded,2022
NCT02398994,United Kingdom,TERMINATED,Low enrollment/accrual,2015
NCT02557230,Egypt,UNKNOWN,No reason recorded,2016
NCT03889483,Canada,UNKNOWN,No reason recorded,2018
NCT04173273,Egypt,TERMINATED,Efficacy not met,2020
NCT04173273,South Korea,TERMINATED,Efficacy not met,2020
NCT04173273,Lebanon,TERMINATED,Efficacy not met,2020
NCT04173273,United Kingdom,TERMINATED,Efficacy not met,2020
NCT04173273,Serbia,TERMINATED,Efficacy not met,2020
NCT04173273,Denmark,TERMINATED,Efficacy not met,2020
NCT04173273,Argentina,TERMINATED,Efficacy not met,2020
NCT04173273,Israel,TERMINATED,Efficacy not met,2020
NCT04173273,Germany,TERMINATED,Efficacy not met,2020
NCT04173273,Croatia,TERMINATED,Efficacy not met,2020
NCT04173273,India,TERMINATED,Efficacy not met,2020
NCT04173273,Ukraine,TERMINATED,Efficacy not met,2020
NCT04173273,Poland,TERMINATED,Efficacy not met,2020
NCT04173273,Australia,TERMINATED,Efficacy not met,2020
NCT04173273,South Africa,TERMINATED,Efficacy not met,2020
NCT04173273,Czechia,TERMINATED,Efficacy not met,2020
NCT04173273,Italy,TERMINATED,Efficacy not met,2020
NCT04173273,Netherlands,TERMINATED,Efficacy not met,2020
NCT04173273,Malaysia,TERMINATED,Efficacy not met,2020
NCT04173273,Japan,TERMINATED,Efficacy not met,2020
NCT04173273,Romania,TERMINATED,Efficacy not met,2020
NCT04173273,Chile,TERMINATED,Efficacy not met,2020
NCT04173273,Austria,TERMINATED,Efficacy not met,2020
NCT04173273,Hungary,TERMINATED,Efficacy not met,2020
NCT04173273,Spain,TERMINATED,Efficacy not met,2020
NCT04173273,Belgium,TERMINATED,Efficacy not met,2020
NCT04173273,Slovakia,TERMINATED,Efficacy not met,2020
NCT04173273,France,TERMINATED,Efficacy not met,2020
NCT04173273,United States,TERMINATED,Efficacy not met,2020
NCT04173273,Belarus,TERMINATED,Efficacy not met,2020
NCT04173273,Moldova,TERMINATED,Efficacy not met,2020
NCT04173273,Switzerland,TERMINATED,Efficacy not met,2020
NCT04173273,Mexico,TERMINATED,Efficacy not met,2020
NCT04173273,Colombia,TERMINATED,Efficacy not met,2020
NCT04173273,Greece,TERMINATED,Efficacy not met,2020
NCT04173273,Russia,TERMINATED,Efficacy not met,2020
NCT04173273,Bulgaria,TERMINATED,Efficacy not met,2020
NCT04173273,Georgia,TERMINATED,Efficacy not met,2020
NCT04173273,Turkey (Türkiye),TERMINATED,Efficacy not met,2020
NCT04173273,Lithuania,TERMINATED,Efficacy not met,2020
NCT04173273,Canada,TERMINATED,Efficacy not met,2020
NCT03916783,Uganda,WITHDRAWN,Other,2020
NCT05718856,China,UNKNOWN,No reason recorded,2023
NCT03188549,Israel,UNKNOWN,No reason recorded,2017
NCT03905538,United States,WITHDRAWN,Low enrollment/accrual,2019
NCT05118464,Turkey (Türkiye),UNKNOWN,No reason recorded,2021
NCT03709914,United States,UNKNOWN,No reason recorded,2018
NCT02130934,United States,WITHDRAWN,Low enrollment/accrual,2014
NCT04519632,United Kingdom,UNKNOWN,No reason recorded,2019
NCT03043430,United States,TERMINATED,Other,2016
NCT04158011,Israel,UNKNOWN,No reason recorded,2019
NCT04242121,Russia,TERMINATED,Low enrollment/accrual,2020
NCT00881933,South Korea,UNKNOWN,No reason recorded,2008
NCT01880801,Israel,UNKNOWN,No reason recorded,2013
NCT01642823,United States,TERMINATED,Other,2012
NCT01642823,Guatemala,TERMINATED,Other,2012
NCT02473523,United States,TERMINATED,PI/Staff unavailable,2015
NCT00167661,United States,TERMINATED,Low enrollment/accrual,2004
NCT03860844,Germany,TERMINATED,Efficacy not met,2019
NCT03860844,South Korea,TERMINATED,Efficacy not met,2019
NCT03860844,Mexico,TERMINATED,Efficacy not met,2019
NCT03860844,Peru,TERMINATED,Efficacy not met,2019
